License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
N-SAT-Y18-144E,Japan 🇯🇵,144.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y18-144E&sel_satname=N-SAT-Y18-144E&plan_id=
JMCS-1R,Japan 🇯🇵,144.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JMCS-1R&sel_satname=JMCS-1R&plan_id=
JMCS-6-144E,Japan 🇯🇵,144.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-144E&sel_satname=JMCS-6-144E&plan_id=
N-SAT-146,Japan 🇯🇵,144.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-146&sel_satname=N-SAT-146&plan_id=
JMCS-C2-X,Japan 🇯🇵,144.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JMCS-C2-X&sel_satname=JMCS-C2-X&plan_id=
SUPERBIRD-C2,Japan 🇯🇵,144.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SUPERBIRD-C2&sel_satname=SUPERBIRD-C2&plan_id=
N-SAT-Y12-144E,Japan 🇯🇵,144.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y12-144E&sel_satname=N-SAT-Y12-144E&plan_id=
N-SAT-Y22-144E,Japan 🇯🇵,144.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-144E&sel_satname=N-SAT-Y22-144E&plan_id=
NFP-SAT-Y21-144E,Japan 🇯🇵,144.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y21-144E&sel_satname=NFP-SAT-Y21-144E&plan_id=plan
SUPERBIRD-C,Japan 🇯🇵,144.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SUPERBIRD-C&sel_satname=SUPERBIRD-C&plan_id=
JMCS-144X,Japan 🇯🇵,144.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-144X&sel_satname=JMCS-144X&plan_id=
KRE00000,Dem. People's Rep. of Korea 🇰🇵,145.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KRE00000&sel_satname=KRE00000&plan_id=plan
EXPRESS-11,Russian Federation 🇷🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-11&sel_satname=EXPRESS-11&plan_id=
AUS-NBN-4,Australia 🇦🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=AUS-NBN-4&sel_satname=AUS-NBN-4&plan_id=
USGON-6,United States 🇺🇸,145.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGON-6&sel_satname=USGON-6&plan_id=
VOLNA-6R,Russian Federation 🇷🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-6R&sel_satname=VOLNA-6R&plan_id=
RUSATCOM-145E,Russian Federation 🇷🇺,145.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=RUSATCOM-145E&sel_satname=RUSATCOM-145E&plan_id=
RUSATCOM-B 145E,Russian Federation 🇷🇺,145.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RUSATCOM-B+145E&sel_satname=RUSATCOM-B+145E&plan_id=
USOBO-18B,United States 🇺🇸,145.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-18B&sel_satname=USOBO-18B&plan_id=
N-SAT-143.72E,Japan 🇯🇵,143.72°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-143.72E&sel_satname=N-SAT-143.72E&plan_id=
INMARSAT-6-143.5E,United Kingdom 🇬🇧,143.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-6-143.5E&sel_satname=INMARSAT-6-143.5E&plan_id=
INMARSAT-8-143E5,United Kingdom 🇬🇧,143.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-8-143E5&sel_satname=INMARSAT-8-143E5&plan_id=
INMARSAT-4A 143.5E,United Kingdom 🇬🇧,143.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4A+143.5E&sel_satname=INMARSAT-4A+143.5E&plan_id=
INMARSAT-4 143.5E,United Kingdom 🇬🇧,143.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4+143.5E&sel_satname=INMARSAT-4+143.5E&plan_id=
INMARSAT-3 POR-3,United Kingdom 🇬🇧,143.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-3+POR-3&sel_satname=INMARSAT-3+POR-3&plan_id=
INMARSAT-ISL-143E5,United Kingdom 🇬🇧,143.5°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=INMARSAT-ISL-143E5&sel_satname=INMARSAT-ISL-143E5&plan_id=
