Network Name,Longitude,ITU Administration,Previous Name,Planned or Non-Planned,Highest Maturity,Brought-into-Use Date,Late-Stage Filing Date,Early-Stage Filing Date,Suspensions,Link
USASAT-55U,-55.5,USA ,n/a,Non-Planned,N,2019-05-28,2019-08-26,2012-09-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-55U&sel_satname=USASAT-55U&plan_id=
INTELSAT9 304.5E,-55.5,USA ,n/a,Non-Planned,N,2007-03-01,1998-05-06,1997-11-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+304.5E&sel_satname=INTELSAT9+304.5E&plan_id=
F-SAT-30B-55.5W,-55.5,F ,n/a,Planned,P,n/a,n/a,2018-04-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-55.5W&sel_satname=F-SAT-30B-55.5W&plan_id=plan
INTELSAT8 304.5E,-55.5,USA ,n/a,Non-Planned,N,2000-07-29,1997-03-25,1996-09-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+304.5E&sel_satname=INTELSAT8+304.5E&plan_id=
INMARSAT-KA 55W,-55.0,G ,n/a,Non-Planned,N,2015-12-31,2016-04-29,2009-07-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INMARSAT-KA+55W&sel_satname=INMARSAT-KA+55W&plan_id=
SE-KA-55W,-55.0,NOR ,SE-KA-53W,Non-Planned,N,2015-08-14,2017-09-07,2011-11-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SE-KA-55W&sel_satname=SE-KA-55W&plan_id=
SE-KA-55W-QV,-55.0,NOR ,n/a,Non-Planned,C,n/a,n/a,2022-09-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-KA-55W-QV&sel_satname=SE-KA-55W-QV&plan_id=
AL-SAT-FSS-55W,-55.0,F ,n/a,Planned,P,n/a,n/a,2017-03-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AL-SAT-FSS-55W&sel_satname=AL-SAT-FSS-55W&plan_id=plan
INMARSAT GSO-2J,-54.0,G ,n/a,Non-Planned,N,2006-01-23,1997-10-27,1996-08-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INMARSAT+GSO-2J&sel_satname=INMARSAT+GSO-2J&plan_id=
INMARSAT-3 AOR WEST2,-54.0,G ,n/a,Non-Planned,N,1997-07-26,1992-04-01,1991-10-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INMARSAT-3+AOR+WEST2&sel_satname=INMARSAT-3+AOR+WEST2&plan_id=
INMARSAT-6-54W-R,-54.0,G ,n/a,Non-Planned,C,n/a,n/a,2020-09-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-54W-R&sel_satname=INMARSAT-6-54W-R&plan_id=
USASAT-55T,-53.0,USA ,n/a,Non-Planned,N,2018-12-07,2019-04-03,2012-05-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-55T&sel_satname=USASAT-55T&plan_id=
ODYSSEY FSS-53W,-53.0,D ,n/a,Planned,P,n/a,n/a,2022-10-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-53W&sel_satname=ODYSSEY+FSS-53W&plan_id=plan
PACIFISAT-FSS-53W,-53.0,PNG ,n/a,Planned,P,n/a,n/a,2015-08-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PACIFISAT-FSS-53W&sel_satname=PACIFISAT-FSS-53W&plan_id=plan
ODYSSEY-53W,-53.0,D ,n/a,Non-Planned,C,n/a,n/a,2022-10-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-53W&sel_satname=ODYSSEY-53W&plan_id=
INTELSAT IBS 307E,-53.0,USA ,n/a,Non-Planned,N,1988-05-17,1984-11-26,1984-02-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT+IBS+307E&sel_satname=INTELSAT+IBS+307E&plan_id=
INTELSAT7 307E,-53.0,USA ,n/a,Non-Planned,N,1995-07-08,1990-08-30,1989-04-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT7+307E&sel_satname=INTELSAT7+307E&plan_id=
INTELSAT9 307E,-53.0,USA ,n/a,Non-Planned,N,2007-03-01,1998-05-06,1997-11-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+307E&sel_satname=INTELSAT9+307E&plan_id=
INTELSAT8 307E,-53.0,USA ,n/a,Non-Planned,N,1996-04-01,1994-04-15,1993-10-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT8+307E&sel_satname=INTELSAT8+307E&plan_id=
B-SAT-53W,-53.0,B ,n/a,Non-Planned,C,n/a,n/a,2018-05-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-53W&sel_satname=B-SAT-53W&plan_id=
USGOVSAT-6R,-52.5,USA ,n/a,Non-Planned,N,2014-08-14,2014-12-12,2010-05-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGOVSAT-6R&sel_satname=USGOVSAT-6R&plan_id=
HISPASAT-3-52.5W,-52.5,E ,n/a,Non-Planned,C,n/a,n/a,2022-08-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-3-52.5W&sel_satname=HISPASAT-3-52.5W&plan_id=
HISPASAT-1-52.5W,-52.5,E ,n/a,Non-Planned,C,n/a,n/a,2020-07-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-52.5W&sel_satname=HISPASAT-1-52.5W&plan_id=
USGCSS PH3B W ATL,-52.5,USA ,n/a,Non-Planned,N,1994-03-31,1991-07-10,1990-06-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3B+W+ATL&sel_satname=USGCSS+PH3B+W+ATL&plan_id=
HISPASAT-79A,-52.5,E ,n/a,Non-Planned,C,n/a,n/a,2018-08-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-79A&sel_satname=HISPASAT-79A&plan_id=
HISPASAT-46A,-52.5,E ,n/a,Non-Planned,C,n/a,n/a,2016-01-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-46A&sel_satname=HISPASAT-46A&plan_id=
HISPASAT-46A_1,-52.5,E ,n/a,Non-Planned,C,n/a,n/a,2016-07-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-46A_1&sel_satname=HISPASAT-46A_1&plan_id=
HISPASAT-4-52.5W,-52.5,E ,n/a,Planned,P,n/a,n/a,2023-02-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-4-52.5W&sel_satname=HISPASAT-4-52.5W&plan_id=plan
HISPASAT-83A,-52.5,E ,n/a,Planned,P,n/a,n/a,2018-08-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-83A&sel_satname=HISPASAT-83A&plan_id=plan
HISPASAT-63A,-52.5,E ,n/a,Planned,P,n/a,n/a,2016-07-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-63A&sel_satname=HISPASAT-63A&plan_id=plan
HISPASAT-2-52.5W,-52.5,E ,n/a,Planned,P,n/a,n/a,2022-04-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-2-52.5W&sel_satname=HISPASAT-2-52.5W&plan_id=plan
AST-ERIX-52.4W,-52.4,F ,n/a,Non-Planned,C,n/a,n/a,2017-09-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-ERIX-52.4W&sel_satname=AST-ERIX-52.4W&plan_id=
SRL00000,-51.8,SRL ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SRL00000&sel_satname=SRL00000&plan_id=plan
F-SAT-N8-51.5W,-51.5,F ,n/a,Non-Planned,C,n/a,n/a,2020-07-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N8-51.5W&sel_satname=F-SAT-N8-51.5W&plan_id=
ARGINSUL,-51.0,ARG ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ARGINSUL&sel_satname=ARGINSUL&plan_id=plan
ARG00000,-51.0,ARG ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ARG00000&sel_satname=ARG00000&plan_id=plan
NEW DAWN 35-1,-50.0,PNG ,n/a,Non-Planned,C,n/a,n/a,2019-05-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NEW+DAWN+35-1&sel_satname=NEW+DAWN+35-1&plan_id=
USASAT-101B,-50.0,USA ,n/a,Planned,P,n/a,n/a,2014-11-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USASAT-101B&sel_satname=USASAT-101B&plan_id=plan
INTELSAT9 310E,-50.0,USA ,n/a,Non-Planned,N,2007-03-01,1998-05-06,1997-11-06,"[['T', '2019-04-07', '2020-11-15']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+310E&sel_satname=INTELSAT9+310E&plan_id=
INTELSAT10 310E,-50.0,USA ,NI-ALPHA 310E,Non-Planned,N,2004-10-10,2006-03-14,2000-07-24,"[['T', '2019-04-07', '2020-11-15']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT10+310E&sel_satname=INTELSAT10+310E&plan_id=
MADAR-50W-2,-50.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2017-11-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-50W-2&sel_satname=MADAR-50W-2&plan_id=
USASAT-55O-1,-50.0,USA ,n/a,Non-Planned,C,n/a,n/a,2017-12-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-55O-1&sel_satname=USASAT-55O-1&plan_id=
USASAT-80A,-50.0,USA ,n/a,Non-Planned,N,2020-05-01,2020-07-13,2013-08-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-80A&sel_satname=USASAT-80A&plan_id=
INTELSAT7 310E,-50.0,USA ,n/a,Non-Planned,N,1995-05-08,1990-08-30,1989-09-01,"[['T', '2019-04-07', '2020-11-15']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT7+310E&sel_satname=INTELSAT7+310E&plan_id=
SIGNSAT-50W,-50.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2020-04-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-50W&sel_satname=SIGNSAT-50W&plan_id=
NEW DAWN 25,-50.0,PNG ,n/a,Non-Planned,N,2016-05-09,2016-12-02,2010-04-23,"[['T', '2019-04-07', 'n/a']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NEW+DAWN+25&sel_satname=NEW+DAWN+25&plan_id=
USASAT-80A-1,-50.0,USA ,n/a,Non-Planned,C,n/a,n/a,2022-06-06,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-80A-1&sel_satname=USASAT-80A-1&plan_id=
NEW DAWN FSS-1-1,-50.0,PNG ,n/a,Planned,P,n/a,n/a,2019-11-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NEW+DAWN+FSS-1-1&sel_satname=NEW+DAWN+FSS-1-1&plan_id=plan
IK-49.5W,-49.5,RUS / IK,n/a,Non-Planned,C,n/a,n/a,2021-12-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-49.5W&sel_satname=IK-49.5W&plan_id=
USOBO-3,-49.4,USA ,n/a,Non-Planned,N,2006-04-01,2006-04-26,1999-05-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USOBO-3&sel_satname=USOBO-3&plan_id=
USOBO-3C,-49.4,USA ,n/a,Non-Planned,C,n/a,n/a,2022-12-05,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-3C&sel_satname=USOBO-3C&plan_id=
USOBO-3B,-49.4,USA ,n/a,Non-Planned,C,n/a,n/a,2018-05-10,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-3B&sel_satname=USOBO-3B&plan_id=
TDRS 49W,-49.0,USA ,n/a,Non-Planned,A,n/a,1997-01-23,1996-07-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=TDRS+49W&sel_satname=TDRS+49W&plan_id=
TDRS 49W-R,-49.0,USA ,n/a,Non-Planned,N,2019-03-23,2018-02-22,2017-06-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+49W-R&sel_satname=TDRS+49W-R&plan_id=
DNK00FAR,-49.0,DNK ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=DNK00FAR&sel_satname=DNK00FAR&plan_id=plan
GRL00000,-49.0,DNK ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GRL00000&sel_satname=GRL00000&plan_id=plan
DNK00002,-49.0,DNK ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=DNK00002&sel_satname=DNK00002&plan_id=plan
SEN00000,-48.4,SEN ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SEN00000&sel_satname=SEN00000&plan_id=plan
B-SAT-1W,-48.0,B ,n/a,Non-Planned,N,2013-05-31,2013-04-29,2006-06-01,"[['P', '2013-09-05', '2015-07-23'], ['P', '2013-09-05', '2015-12-09']]",https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=B-SAT-1W&sel_satname=B-SAT-1W&plan_id=
SISCOMIS-8A,-48.0,B ,n/a,Non-Planned,C,n/a,n/a,2016-05-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SISCOMIS-8A&sel_satname=SISCOMIS-8A&plan_id=
CHNNEWSAT-G1-48W,-48.0,CHN ,n/a,Non-Planned,C,n/a,n/a,2017-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-48W&sel_satname=CHNNEWSAT-G1-48W&plan_id=
IK-47.5W-F,-47.5,RUS / IK,n/a,Planned,P,n/a,n/a,2015-09-03,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-47.5W-F&sel_satname=IK-47.5W-F&plan_id=plan
HISPASAT-89A,-47.5,E ,n/a,Planned,P,n/a,n/a,2018-12-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-89A&sel_satname=HISPASAT-89A&plan_id=plan
NSS-G8-1,-47.5,HOL ,n/a,Non-Planned,C,n/a,n/a,2019-10-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8-1&sel_satname=NSS-G8-1&plan_id=
B-SAT-1W-2,-47.5,B ,n/a,Non-Planned,N,2018-09-04,2021-05-18,2014-06-24,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=B-SAT-1W-2&sel_satname=B-SAT-1W-2&plan_id=
KYPROS-47.5W,-47.5,CYP ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-47.5W&sel_satname=KYPROS-47.5W&plan_id=
IK-47.5W,-47.5,RUS / IK,n/a,Non-Planned,C,n/a,n/a,2019-10-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-47.5W&sel_satname=IK-47.5W&plan_id=
SECOMSAT-5-47W,-47.0,E ,n/a,Non-Planned,C,n/a,n/a,2017-01-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-5-47W&sel_satname=SECOMSAT-5-47W&plan_id=
SECOMSAT-6-47W,-47.0,E ,n/a,Non-Planned,C,n/a,n/a,2021-07-09,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-6-47W&sel_satname=SECOMSAT-6-47W&plan_id=
OHO-30B-47W,-47.0,S ,n/a,Planned,P,n/a,n/a,2019-10-14,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-47W&sel_satname=OHO-30B-47W&plan_id=plan
SE-8-47W,-47.0,NOR ,n/a,Non-Planned,C,n/a,n/a,2019-03-11,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-8-47W&sel_satname=SE-8-47W&plan_id=
SIGNSAT-46W,-46.2,CHN ,n/a,Non-Planned,C,n/a,n/a,2020-04-15,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-46W&sel_satname=SIGNSAT-46W&plan_id=
TDRS 46W,-46.0,USA ,n/a,Non-Planned,N,1993-01-13,1990-02-14,1989-01-17,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+46W&sel_satname=TDRS+46W&plan_id=
AMS-A13-45.25W,-45.25,ISR ,n/a,Non-Planned,C,n/a,n/a,2019-12-19,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-A13-45.25W&sel_satname=AMS-A13-45.25W&plan_id=
USASAT-25D,-45.0,USA ,USASAT-26D,Non-Planned,N,1998-12-30,1990-08-06,1989-06-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-25D&sel_satname=USASAT-25D&plan_id=
USASAT-13I,-45.0,USA ,n/a,Non-Planned,N,1988-01-01,1986-01-29,1985-01-31,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-13I&sel_satname=USASAT-13I&plan_id=
USASAT-60I,-45.0,USA ,n/a,Non-Planned,N,2001-02-20,2009-08-21,2003-09-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-60I&sel_satname=USASAT-60I&plan_id=
B-SAT-1A-2,-45.0,B ,n/a,Non-Planned,C,n/a,n/a,2016-06-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-1A-2&sel_satname=B-SAT-1A-2&plan_id=
B-SAT-1A-3,-45.0,B ,n/a,Non-Planned,C,n/a,n/a,2016-06-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-1A-3&sel_satname=B-SAT-1A-3&plan_id=
GANTS-2,-45.0,G ,n/a,Non-Planned,C,n/a,n/a,2018-07-26,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GANTS-2&sel_satname=GANTS-2&plan_id=
USASAT-60T,-45.0,USA ,n/a,Non-Planned,N,2019-07-22,2019-11-06,2012-11-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-60T&sel_satname=USASAT-60T&plan_id=
MADAR-45W-2,-45.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2020-11-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-45W-2&sel_satname=MADAR-45W-2&plan_id=
B-SAT-3A-2 TT&C,-44.9,B ,n/a,Non-Planned,N,2017-03-30,2016-12-21,2012-01-02,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=B-SAT-3A-2+TT&C&sel_satname=B-SAT-3A-2+TT&C&plan_id=
CHNNEWSAT-G1-44.5W,-44.5,CHN ,n/a,Non-Planned,C,n/a,n/a,2017-11-30,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-44.5W&sel_satname=CHNNEWSAT-G1-44.5W&plan_id=
CHNNEWSAT-G2-44.5W,-44.5,CHN ,n/a,Non-Planned,C,n/a,n/a,2019-11-23,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-44.5W&sel_satname=CHNNEWSAT-G2-44.5W&plan_id=
MR-SAT FSS 44W,-44.0,F ,n/a,Planned,P,n/a,n/a,2015-10-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MR-SAT+FSS+44W&sel_satname=MR-SAT+FSS+44W&plan_id=plan
USASAT-25C,-43.0,USA ,n/a,Non-Planned,N,1996-01-12,1990-08-06,1989-06-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-25C&sel_satname=USASAT-25C&plan_id=
MADAR-43W-4,-43.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2022-04-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-43W-4&sel_satname=MADAR-43W-4&plan_id=
MADAR-43W-2,-43.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2017-10-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-43W-2&sel_satname=MADAR-43W-2&plan_id=
USASAT-55E-1,-43.0,USA ,n/a,Non-Planned,N,2019-07-22,2019-11-08,2017-12-21,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-55E-1&sel_satname=USASAT-55E-1&plan_id=
USASAT-55E,-43.0,USA ,n/a,Planned,N,2008-01-15,2010-03-09,2004-08-20,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-55E&sel_satname=USASAT-55E&plan_id=plan
USASAT-60S,-43.0,USA ,n/a,Non-Planned,N,2019-07-22,2019-11-06,2012-11-07,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-60S&sel_satname=USASAT-60S&plan_id=
USASAT-50D,-43.0,USA ,n/a,Non-Planned,N,2007-12-05,2010-12-15,2004-01-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-50D&sel_satname=USASAT-50D&plan_id=
USASAT-55F,-43.0,USA ,n/a,Non-Planned,N,2008-01-17,2009-08-21,2004-01-12,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-55F&sel_satname=USASAT-55F&plan_id=
ODYSSEY FSS-43W,-43.0,D ,n/a,Planned,P,n/a,n/a,2016-11-04,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-43W&sel_satname=ODYSSEY+FSS-43W&plan_id=plan
USASAT-26C,-43.0,USA ,n/a,Non-Planned,N,1994-10-01,1990-08-06,1989-06-27,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USASAT-26C&sel_satname=USASAT-26C&plan_id=
YAHSAT-G5-43W,-43.0,UAE ,YAHSAT-G5-40W,Non-Planned,N,2017-03-30,2016-12-21,2010-11-25,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=YAHSAT-G5-43W&sel_satname=YAHSAT-G5-43W&plan_id=
MADAR-43W-3,-43.0,UAE ,n/a,Non-Planned,C,n/a,n/a,2019-08-22,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-43W-3&sel_satname=MADAR-43W-3&plan_id=
USGCSS PH3 MID-ATL,-42.5,USA ,n/a,Non-Planned,N,1992-11-01,1985-02-20,1984-03-01,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3+MID-ATL&sel_satname=USGCSS+PH3+MID-ATL&plan_id=
USGOVSAT-7A,-42.5,USA ,n/a,Non-Planned,C,2023-04-16,2023-04-20,2016-04-29,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-7A&sel_satname=USGOVSAT-7A&plan_id=
USGOVSAT-7B,-42.5,USA ,n/a,Non-Planned,C,n/a,n/a,2022-10-08,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-7B&sel_satname=USGOVSAT-7B&plan_id=
USGCSS PH3B MID-ATL,-42.5,USA ,n/a,Non-Planned,N,1996-01-06,1992-02-14,1990-12-18,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGCSS+PH3B+MID-ATL&sel_satname=USGCSS+PH3B+MID-ATL&plan_id=
LBR00000,-41.8,LBR ,n/a,Planned,P/Plan/List,n/a,n/a,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LBR00000&sel_satname=LBR00000&plan_id=plan
